15.01.2002 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 197100 ; BYR ; зпл1
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 807100 ; BYR ; зпл1
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 425 ; USD ; зпл2
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 30000 ; BYR ; моб
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 76600 ; BYR ; ДТ
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 103 ; USD ; кар
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 85950 ; BYR ; кар
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 89300 ; BYR ; кар
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 10 ; USD ; hdd usb
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 8 ; USD ; floppy
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 7 ; USD ; mouse
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 7 ; USD ; fdd
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 69 ; USD ; кар
15.02.2009 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 5 ; USD ; шнур
15.02.2009 ; Доход ; Неизвестно ; Мой кошелек ; Неизвестно ; 11 ; USD ; ?
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 750 ; USD ; зпл2
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 71750 ; BYR ; ДТ
15.03.2009 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 5000 ; BYR ; Лена Д
15.03.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 140 ; USD ; кв март
15.03.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв апр
15.03.2009 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 136 ; USD ; %%
15.03.2009 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 107 ; USD ; %%
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 150000 ; BYR ; кар
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 202 ; USD ; кар
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 88000 ; BYR ; кар
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 5 ; USD ; кар
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 10 ; USD ; розетка
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 20 ; USD ; память
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 130 ; USD ; кар
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 1 ; USD ; кар
15.03.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 76 ; USD ; кар
15.03.2009 ; Доход ; Неизвестно ; Мой кошелек ; Неизвестно ; 10 ; USD ; ?
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 806800 ; BYR ; зпл1
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 463 ; USD ; зпл2
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 37 ; USD ; зпл2 май
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 71100 ; BYR ; ДТ
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Подработка ; 45000 ; BYR ; ребковец
15.04.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв май
15.04.2009 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 21 ; USD ; %%
15.04.2009 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 131 ; USD ; %%
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 135 ; USD ; кар m15i
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 166 ; USD ; кар
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; m15i
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 63 ; USD ; кар fa76a
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 5 ; USD ; крепеж
15.04.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 133950 ; BYR ; кар
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 806800 ; BYR ; зпл1
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 423 ; USD ; зпл2
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 27 ; USD ; зпл2 июн
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб апр
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 74360 ; BYR ; ДТ
15.05.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв июн
15.05.2009 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 50 ; USD ; родители
15.05.2009 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100 ; USD ; Илья
15.05.2009 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; А.И.
15.05.2009 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 30000 ; BYR ; Галя
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 55 ; USD ; кар
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 56950 ; BYR ; кар
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 48 ; USD ; винт охр
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 27 ; USD ; бп пашкович
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 56950 ; BYR ; кар
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 120000 ; BYR ; бп+конд баранов
15.05.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 44 ; USD ; кар
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 806800 ; BYR ; зпл1
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 787600 ; BYR ; отпускные
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 161,5 ; USD ; зпл2
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 38,5 ; USD ; зпл2 июл
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 75270 ; BYR ; ДТ
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 20 ; USD ; рем принт
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 91 ; USD ; кар
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 133950 ; BYR ; кар
15.06.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 150 ; USD ; кар
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 350200 ; BYR ; зпл1
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 590 ; USD ; зпл2
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 30720 ; BYR ; ДТ
15.07.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв июл
15.07.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв авг
15.07.2009 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 44 ; USD ; %%
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 85 ; USD ; видео в охр
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 76 ; USD ; кар
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 15 ; USD ; принтер
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 38 ; USD ; БП Рафиева
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 35 ; USD ; видео Абдинова
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 20 ; USD ; шнур
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 161 ; USD ; кар
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 44 ; USD ; hdd Люкевич
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 29 ; USD ; кронштейны
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 8 ; USD ; кар
15.07.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 50000 ; BYR ; скворч ОЗУ
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 502200 ; BYR ; зпл1
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 575 ; USD ; зпл2
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 25 ; USD ; зпл2 сен
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 28500 ; BYR ; моб
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 132710 ; BYR ; ДТ
15.08.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв сен
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 331200 ; BYR ; ибп
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 18 ; USD ; кар
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 127 ; USD ; кар
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 13550 ; BYR ; клава
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 29 ; USD ; тлф
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 26 ; USD ; adsl-модемы
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 219 ; USD ; проектор
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 38400 ; BYR ; экран
15.08.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 7 ; USD ; зарядное
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 807000 ; BYR ; зпл1
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 440 ; USD ; зпл2
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 3,5 ; USD ; зпл2 окт
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 93630 ; BYR ; ДТ
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 20 ; USD ; мон
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 50 ; USD ; комп
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 20 ; USD ; шлюз
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 78 ; USD ; кар
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 14600 ; BYR ; hub
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 10 ; USD ; тел спар
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 70000 ; BYR ; диагн.лин
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 13 ; USD ; adsl-модем
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 70000 ; BYR ; UTPкаб
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 115 ; USD ; кар
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 9 ; USD ; кар
15.09.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 310000 ; BYR ; кар
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 808000 ; BYR ; зпл1
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 450,5 ; USD ; зпл2
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 9,5 ; USD ; зпл ноя
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 92210 ; BYR ; ДТ
15.10.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв окт
15.10.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв ноя
15.10.2009 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 50 ; USD ; д.р. Мама
15.10.2009 ; Доход ; Государство ; Мой кошелек ; Пособие ; 75300 ; BYR ; помощь
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 5 ; USD ; кар
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 106 ; USD ; кар
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 38 ; USD ; видео
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; nc6320
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 15 ; USD ; тефлон
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 18 ; USD ; кар
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 71950 ; BYR ; кар
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 46 ; USD ; сисапп
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 17 ; USD ; x3117
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 74 ; USD ; апгрейд
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; рем 3820
15.10.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 56 ; USD ; кар
15.10.2009 ; Доход ; Прочие (Разовые) ; Мой кошелек ; Ноги ; 2500 ; BYR ; мыло
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 807000 ; BYR ; зпл1
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 445 ; USD ; зпл2
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 5 ; USD ; зпл2 дек
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 116490 ; BYR ; ДТ
15.11.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв дек
15.11.2009 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; д.р. А.И.
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 98 ; USD ; кар
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 195 ; USD ; кар
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 85500 ; BYR ; мыши
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 70000 ; BYR ; canon E30
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 12 ; USD ; кар
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 140950 ; BYR ; кар
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 30 ; USD ; кар
15.11.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; рем 3110
15.11.2009 ; Доход ; Атлант-М ; Депозиты ; Картриджи ; 0 ; USD ; кар
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 807900 ; BYR ; зпл1
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 462 ; USD ; зпл2
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 38 ; USD ; зпл2 янв
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 94300 ; BYR ; ДТ
15.12.2009 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв янв
15.12.2009 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 50000 ; BYR ; А.И.
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 188 ; USD ; кар
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 303000 ; BYR ; комп диагн
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 80000 ; BYR ; моник рем
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 169950 ; BYR ; кар
15.12.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 272300 ; BYR ; кар
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 815000 ; BYR ; зпл1
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 425 ; USD ; зпл2
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 133820 ; BYR ; ДТ
15.01.2010 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв фев
15.01.2010 ; Доход ; Банки ; Депозиты ; Проценты по депозитам ; 634 ; USD ; %%
15.01.2010 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 30000 ; BYR ; Галя Янке
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 9 ; USD ; кар
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 28 ; USD ; рем компа
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 20 ; USD ; рем m15i
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 211 ; USD ; кар
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 101 ; USD ; комп Демеш
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 175000 ; BYR ; 2 ибп - бат
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; рем AL1000
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 18 ; USD ; кар Ребк
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 10000 ; BYR ; хаб Демеш
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 10 ; USD ; каб Демеш
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 5 ; USD ; тлф банк
15.01.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 21400 ; BYR ; кар фото
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 813000 ; BYR ; зпл1
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 462,5 ; USD ; зпл2
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 7,5 ; USD ; ошибка курса
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 235220 ; BYR ; ДТ
15.02.2010 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв мар
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 48 ; USD ; hdd охр
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 7 ; USD ; ТО 5L
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 33 ; USD ; рем 2200
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 136700 ; BYR ; кар
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 18 ; USD ; кар Ребк
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 167 ; USD ; кар
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; рем 3820
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 80 ; USD ; кар
15.02.2010 ; Доход ; Атлант-М ; Депозиты ; Картриджи ; 0 ; USD ; кар
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 112000 ; BYR ; БП+пам
15.02.2010 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 20 ; USD ; шнуры тел
15.02.2010 ; Доход ; Неизвестно ; Мой кошелек ; Неизвестно ; 10500 ; BYR ; ?
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 813900 ; BYR ; зпл1
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 473 ; USD ; зпл2
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 20000 ; BYR ; моб
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 100800 ; BYR ; ДТ
15.03.2010 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв апр
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 114000 ; BYR ; кар
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 185 ; USD ; кар
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 169950 ; BYR ; цветн развал-схожд
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 10 ; USD ; шнуры тел
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 30 ; USD ; Al1000
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 46210 ; BYR ; кар фото
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 23 ; USD ; рем 3052
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 1 ; USD ; кар
15.03.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 95750 ; BYR ; черн диагн.линия
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 813000 ; BYR ; зпл1
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 500 ; USD ; зпл2
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 20000 ; BYR ; моб
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 113480 ; BYR ; ДТ
15.04.2010 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 420 ; USD ; кв
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 181 ; USD ; кар
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 57140 ; BYR ; life 3G
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 22 ; USD ; panas1311
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; 2200 на складе
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 142 ; USD ; комп нов гарант
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 364000 ; BYR ; m15i
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 55 ; USD ; приемка 1200
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 28 ; USD ; ТВА22
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 30 ; USD ; ИБП  ОЗЧ
15.04.2010 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 11400 ; BYR ; хаб СТО
