1 ; 31.12.2001 00:01 ; Перенос ; НеЗадано ; 0 ; 224 ; 162 ; -1 ; -1 ; 328 ; USD ; 0 ; USD ;   ; 
167 ; 15.01.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 82 ; USD ; 0 ; USD ;   ; зпл1
168 ; 15.01.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 104 ; USD ; 0 ; USD ;   ; зпл2
169 ; 15.01.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 226 ; 70 ; USD ; 0 ; USD ;   ; отец
170 ; 15.01.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 50 ; USD ; 0 ; USD ;   ; отец
171 ; 15.01.2003 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 213 ; 61 ; USD ; 0 ; USD ;   ; кар
172 ; 15.01.2003 00:06 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 213 ; 95 ; USD ; 0 ; USD ;   ; кар
173 ; 15.01.2003 00:07 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 215 ; 155 ; USD ; 0 ; USD ;   ; м,п,в
174 ; 15.01.2003 00:08 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 1 ; USD ; 0 ; USD ;   ; дис
175 ; 15.01.2003 00:09 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 398 ; USD ; 741700 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
176 ; 15.01.2003 00:10 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 69100 ; BYR ; 0 ; USD ;   ; 
177 ; 15.01.2003 00:11 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 211600 ; BYR ; 0 ; USD ;   ; 
178 ; 15.01.2003 00:12 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 66700 ; BYR ; 0 ; USD ;   ; 
179 ; 15.01.2003 00:13 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 62900 ; BYR ; 0 ; USD ;   ; 
180 ; 15.01.2003 00:14 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 226900 ; BYR ; 0 ; USD ;   ; 
181 ; 15.02.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 109 ; USD ; 0 ; USD ;   ; зпл1
182 ; 15.02.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 101 ; USD ; 0 ; USD ;   ; зпл2
183 ; 15.02.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 226 ; 70 ; USD ; 0 ; USD ;   ; отец
184 ; 15.02.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 50 ; USD ; 0 ; USD ;   ; отец
185 ; 15.02.2003 00:05 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 213 ; 158 ; USD ; 0 ; USD ;   ; кар
186 ; 15.02.2003 00:06 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 217 ; 12 ; USD ; 0 ; USD ;   ; при
187 ; 15.02.2003 00:07 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 359 ; USD ; 671200 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
188 ; 15.02.2003 00:08 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 111700 ; BYR ; 0 ; USD ;   ; 
189 ; 15.02.2003 00:09 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 271600 ; BYR ; 0 ; USD ;   ; 
190 ; 15.02.2003 00:10 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 37200 ; BYR ; 0 ; USD ;   ; 
191 ; 15.02.2003 00:11 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 78000 ; BYR ; 0 ; USD ;   ; 
192 ; 15.02.2003 00:12 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 142500 ; BYR ; 0 ; USD ;   ; 
193 ; 15.03.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 107 ; USD ; 0 ; USD ;   ; зпл1
194 ; 15.03.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 103 ; USD ; 0 ; USD ;   ; зпл2
195 ; 15.03.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 226 ; 70 ; USD ; 0 ; USD ;   ; отец
196 ; 15.03.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 49 ; USD ; 0 ; USD ;   ; отец
197 ; 15.03.2003 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 41 ; USD ; 0 ; USD ;   ; мама
198 ; 15.03.2003 00:06 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 213 ; 132 ; USD ; 0 ; USD ;   ; кар
199 ; 15.03.2003 00:07 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 3 ; USD ; 0 ; USD ;   ; дис
200 ; 15.03.2003 00:08 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 395 ; USD ; 779000 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
201 ; 15.03.2003 00:09 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 156800 ; BYR ; 0 ; USD ;   ; 
202 ; 15.03.2003 00:10 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 376400 ; BYR ; 0 ; USD ;   ; 
203 ; 15.03.2003 00:11 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 69600 ; BYR ; 0 ; USD ;   ; 
204 ; 15.03.2003 00:12 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 88300 ; BYR ; 0 ; USD ;   ; 
205 ; 15.03.2003 00:13 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 197 ; 27800 ; BYR ; 0 ; USD ;   ; 
206 ; 15.03.2003 00:14 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 158100 ; BYR ; 0 ; USD ;   ; 
207 ; 15.04.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 106 ; USD ; 0 ; USD ;   ; зпл1
208 ; 15.04.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 104 ; USD ; 0 ; USD ;   ; зпл2
209 ; 15.04.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 226 ; 70 ; USD ; 0 ; USD ;   ; отец
210 ; 15.04.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 50 ; USD ; 0 ; USD ;   ; отец
211 ; 15.04.2003 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 213 ; 92 ; USD ; 0 ; USD ;   ; кар
212 ; 15.04.2003 00:06 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 213 ; 43 ; USD ; 0 ; USD ;   ; кар
213 ; 15.04.2003 00:07 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 1 ; USD ; 0 ; USD ;   ; дис
214 ; 15.04.2003 00:08 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 427 ; USD ; 854000 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
215 ; 15.04.2003 00:09 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 63400 ; BYR ; 0 ; USD ;   ; 
216 ; 15.04.2003 00:10 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 297800 ; BYR ; 0 ; USD ;   ; 
217 ; 15.04.2003 00:11 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 204900 ; BYR ; 0 ; USD ;   ; 
218 ; 15.04.2003 00:12 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 105100 ; BYR ; 0 ; USD ;   ; 
219 ; 15.04.2003 00:13 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 197 ; 72800 ; BYR ; 0 ; USD ;   ; 
220 ; 15.04.2003 00:14 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 39700 ; BYR ; 0 ; USD ;   ; 
221 ; 15.05.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 105 ; USD ; 0 ; USD ;   ; зпл1
222 ; 15.05.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 226 ; 70 ; USD ; 0 ; USD ;   ; отец
223 ; 15.05.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 51 ; USD ; 0 ; USD ;   ; отец
224 ; 15.05.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 100 ; USD ; 0 ; USD ;   ; род
225 ; 15.05.2003 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 25 ; USD ; 0 ; USD ;   ; д.М
226 ; 15.05.2003 00:06 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 213 ; 60 ; USD ; 0 ; USD ;   ; кар
227 ; 15.05.2003 00:07 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 213 ; 100 ; USD ; 0 ; USD ;   ; кар
228 ; 15.05.2003 00:08 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 218 ; 10 ; USD ; 0 ; USD ;   ; кол
229 ; 15.05.2003 00:09 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 218 ; 20 ; USD ; 0 ; USD ;   ; яма
230 ; 15.05.2003 00:10 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 0.5 ; USD ; 0 ; USD ;   ; дис
231 ; 15.05.2003 00:11 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 105 ; USD ; 0 ; USD ;   ; зпл2
232 ; 15.05.2003 00:12 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 364 ; USD ; 814600 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
233 ; 15.05.2003 00:13 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 58900 ; BYR ; 0 ; USD ;   ; 
234 ; 15.05.2003 00:14 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 355400 ; BYR ; 0 ; USD ;   ; 
235 ; 15.05.2003 00:15 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 15100 ; BYR ; 0 ; USD ;   ; 
236 ; 15.05.2003 00:16 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 53000 ; BYR ; 0 ; USD ;   ; 
237 ; 15.05.2003 00:17 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 197 ; 84500 ; BYR ; 0 ; USD ;   ; 
238 ; 15.05.2003 00:18 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 183600 ; BYR ; 0 ; USD ;   ; 
239 ; 15.05.2003 00:19 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 70 ; USD ; 0 ; USD ;   ; автомагнитола
240 ; 15.06.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 104 ; USD ; 0 ; USD ;   ; зпл1
241 ; 15.06.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 106 ; USD ; 0 ; USD ;   ; зпл2
242 ; 15.06.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 50 ; USD ; 0 ; USD ;   ; отец
243 ; 15.06.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 50 ; USD ; 0 ; USD ;   ; ОК АИ
244 ; 15.06.2003 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 35 ; USD ; 0 ; USD ;   ; д.Ф б.Б
245 ; 15.06.2003 00:06 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 216 ; 30 ; USD ; 0 ; USD ;   ; пла
246 ; 15.06.2003 00:07 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 2.5 ; USD ; 0 ; USD ;   ; дис
247 ; 15.06.2003 00:08 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 346 ; USD ; 561900 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
248 ; 15.06.2003 00:09 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 96900 ; BYR ; 0 ; USD ;   ; 
249 ; 15.06.2003 00:10 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 324300 ; BYR ; 0 ; USD ;   ; 
250 ; 15.06.2003 00:11 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 4200 ; BYR ; 0 ; USD ;   ; 
251 ; 15.06.2003 00:12 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 55000 ; BYR ; 0 ; USD ;   ; 
252 ; 15.06.2003 00:13 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 197 ; 38800 ; BYR ; 0 ; USD ;   ; 
253 ; 15.06.2003 00:14 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 129800 ; BYR ; 0 ; USD ;   ; 
254 ; 15.07.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 103 ; USD ; 0 ; USD ;   ; зпл1
255 ; 15.07.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 107 ; USD ; 0 ; USD ;   ; зпл2
256 ; 15.07.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 49 ; USD ; 0 ; USD ;   ; отп
257 ; 15.07.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 50 ; USD ; 0 ; USD ;   ; отец
258 ; 15.07.2003 00:05 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 213 ; 240 ; USD ; 0 ; USD ;   ; кар
259 ; 15.07.2003 00:06 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 213 ; 2 ; USD ; 0 ; USD ;   ; кар
260 ; 15.07.2003 00:07 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 218 ; 110 ; USD ; 0 ; USD ;   ; жсм
261 ; 15.07.2003 00:08 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 3.5 ; USD ; 0 ; USD ;   ; дис
262 ; 15.07.2003 00:09 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 216 ; 65 ; USD ; 0 ; USD ;   ; пла
263 ; 15.07.2003 00:10 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 213 ; 210 ; USD ; 0 ; USD ;   ; кар
264 ; 15.07.2003 00:11 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 218 ; 35 ; USD ; 0 ; USD ;   ; тон
265 ; 15.07.2003 00:12 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 308 ; USD ; 636900 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
266 ; 15.07.2003 00:13 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 133100 ; BYR ; 0 ; USD ;   ; 
267 ; 15.07.2003 00:14 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 228600 ; BYR ; 0 ; USD ;   ; 
268 ; 15.07.2003 00:15 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 24400 ; BYR ; 0 ; USD ;   ; 
269 ; 15.07.2003 00:16 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 47600 ; BYR ; 0 ; USD ;   ; 
270 ; 15.07.2003 00:17 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 197 ; 58900 ; BYR ; 0 ; USD ;   ; 
271 ; 15.07.2003 00:18 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 237300 ; BYR ; 0 ; USD ;   ; 
272 ; 15.08.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 80 ; USD ; 0 ; USD ;   ; зпл1
273 ; 15.08.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 119 ; USD ; 0 ; USD ;   ; зпл2
274 ; 15.08.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 50 ; USD ; 0 ; USD ;   ; отец
275 ; 15.08.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 177 ; 229 ; 31 ; USD ; 0 ; USD ;   ; пос
276 ; 15.08.2003 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 726 ; 211 ; 240 ; USD ; 0 ; USD ;   ; щен
277 ; 15.08.2003 00:06 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 215 ; 5 ; USD ; 0 ; USD ;   ; юсб
278 ; 15.08.2003 00:07 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 0.5 ; USD ; 0 ; USD ;   ; дис
279 ; 15.08.2003 00:08 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 1.5 ; USD ; 0 ; USD ;   ; пер
280 ; 15.08.2003 00:09 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 474 ; USD ; 976900 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
281 ; 15.08.2003 00:10 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 56600 ; BYR ; 0 ; USD ;   ; 
282 ; 15.08.2003 00:11 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 446600 ; BYR ; 0 ; USD ;   ; 
283 ; 15.08.2003 00:12 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 21600 ; BYR ; 0 ; USD ;   ; 
284 ; 15.08.2003 00:13 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 43700 ; BYR ; 0 ; USD ;   ; 
285 ; 15.08.2003 00:14 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 197 ; 150600 ; BYR ; 0 ; USD ;   ; 
286 ; 15.08.2003 00:15 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 233200 ; BYR ; 0 ; USD ;   ; 
287 ; 15.09.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 71 ; USD ; 0 ; USD ;   ; зпл1
288 ; 15.09.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 139 ; USD ; 0 ; USD ;   ; зпл2
289 ; 15.09.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 226 ; 70 ; USD ; 0 ; USD ;   ; отец
290 ; 15.09.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 50 ; USD ; 0 ; USD ;   ; отец
291 ; 15.09.2003 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 177 ; 229 ; 33.5 ; USD ; 0 ; USD ;   ; пос
292 ; 15.09.2003 00:06 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 726 ; 211 ; 105 ; USD ; 0 ; USD ;   ; щен
293 ; 15.09.2003 00:07 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 173 ; 213 ; 155 ; USD ; 0 ; USD ;   ; кар
294 ; 15.09.2003 00:08 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 213 ; 3 ; USD ; 0 ; USD ;   ; кар
295 ; 15.09.2003 00:09 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 214 ; 4 ; USD ; 0 ; USD ;   ; сот
296 ; 15.09.2003 00:10 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 4.5 ; USD ; 0 ; USD ;   ; дис
297 ; 15.09.2003 00:11 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 385 ; USD ; 817400 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
298 ; 15.09.2003 00:12 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 69100 ; BYR ; 0 ; USD ;   ; 
299 ; 15.09.2003 00:13 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 346200 ; BYR ; 0 ; USD ;   ; 
300 ; 15.09.2003 00:14 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 73500 ; BYR ; 0 ; USD ;   ; 
301 ; 15.09.2003 00:15 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 56300 ; BYR ; 0 ; USD ;   ; 
302 ; 15.09.2003 00:16 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 197 ; 26100 ; BYR ; 0 ; USD ;   ; 
303 ; 15.09.2003 00:17 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 140200 ; BYR ; 0 ; USD ;   ; 
304 ; 15.09.2003 00:18 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 751 ; 85 ; USD ; 0 ; USD ;   ; видеомагнитофон
305 ; 15.10.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 232 ; 40 ; USD ; 0 ; USD ;   ; недо
306 ; 15.10.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 100 ; USD ; 0 ; USD ;   ; зпл1
307 ; 15.10.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 160 ; USD ; 0 ; USD ;   ; зпл2
308 ; 15.10.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 226 ; 70 ; USD ; 0 ; USD ;   ; отец
309 ; 15.10.2003 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 227 ; 50 ; USD ; 0 ; USD ;   ; отец
310 ; 15.10.2003 00:06 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 50 ; USD ; 0 ; USD ;   ; отец на стекло
311 ; 15.10.2003 00:07 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 177 ; 229 ; 17 ; USD ; 0 ; USD ;   ; пос
312 ; 15.10.2003 00:08 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 177 ; 229 ; -13 ; USD ; 0 ; USD ;   ; пос
313 ; 15.10.2003 00:09 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 100 ; USD ; 0 ; USD ;   ; род
314 ; 15.10.2003 00:10 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 47 ; USD ; 0 ; USD ;   ; род
315 ; 15.10.2003 00:11 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 33 ; USD ; 0 ; USD ;   ; дФбБ
316 ; 15.10.2003 00:12 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 228 ; 9 ; USD ; 0 ; USD ;   ; Гал
317 ; 15.10.2003 00:13 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 4 ; USD ; 0 ; USD ;   ; лих
318 ; 15.10.2003 00:14 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 214 ; 15 ; USD ; 0 ; USD ;   ; сот
319 ; 15.10.2003 00:15 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 218 ; 1 ; USD ; 0 ; USD ;   ; дис
320 ; 15.10.2003 00:16 ; Обмен ; НеЗадано ; 0 ; 162 ; 162 ; 293 ; -1 ; 473 ; USD ; 1007500 ; BYR ;   ; Все расходы в рублях, часть доходов в долларах, часть меняем
321 ; 15.10.2003 00:17 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 242300 ; BYR ; 0 ; USD ;   ; 
322 ; 15.10.2003 00:18 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 257 ; 467300 ; BYR ; 0 ; USD ;   ; 
323 ; 15.10.2003 00:19 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 255 ; 199 ; 62700 ; BYR ; 0 ; USD ;   ; 
324 ; 15.10.2003 00:20 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 201 ; 52500 ; BYR ; 0 ; USD ;   ; 
325 ; 15.10.2003 00:21 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 126600 ; BYR ; 0 ; USD ;   ; 
326 ; 15.10.2003 00:22 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 256 ; 83 ; USD ; 0 ; USD ;   ; SonyEricsson T100
327 ; 15.10.2003 00:23 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 755 ; 175600 ; BYR ; 0 ; USD ; 1074 ; ковер
328 ; 15.10.2003 00:24 ; Расход ; НеЗадано ; 0 ; 162 ; -1 ; 252 ; 712 ; 59 ; USD ; 0 ; USD ;   ; стекло
329 ; 15.10.2003 00:25 ; Расход ; НеЗадано ; 0 ; 167 ; -1 ; 252 ; 712 ; 40 ; USD ; 0 ; USD ;   ; запчасти
330 ; 15.11.2003 00:01 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 177 ; 229 ; -24 ; USD ; 0 ; USD ;   ; пос
331 ; 15.11.2003 00:02 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 177 ; 229 ; 34 ; USD ; 0 ; USD ;   ; пос
332 ; 15.11.2003 00:03 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 204 ; 76 ; USD ; 0 ; USD ;   ; зпл1
333 ; 15.11.2003 00:04 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 173 ; 187 ; 194 ; USD ; 0 ; USD ;   ; зпл2
334 ; 15.11.2003 00:05 ; Доход ; НеЗадано ; 0 ; 162 ; -1 ; 225 ; 226 ; 70 ; USD ; 0 ; USD ;   ; отец
