31.12.2001 18:00:00 ; Перенос ; Для ввода стартовых остатков ; Мой кошелек ; 328 ; USD ; 0 ; USD ;   ; 
15.03.2003 9:01:00 ; Доход ; Мой кошелек ;  ; 103 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл конверт ; зпл2
15.03.2003 9:02:00 ; Доход ; Мой кошелек ;  ; 70 ; USD ; 0 ; USD ; Родственники | ИльяЖил ; отец
15.03.2003 9:03:00 ; Доход ; Мой кошелек ;  ; 49 ; USD ; 0 ; USD ; Родственники | Субсидии ; отец
15.03.2003 9:04:00 ; Доход ; Мой кошелек ;  ; 41 ; USD ; 0 ; USD ; Родственники | Подарки ; мама
15.03.2003 9:05:00 ; Доход ; Шкаф ;  ; 132 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.03.2003 9:06:00 ; Доход ; Мой кошелек ;  ; 3 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; дис
15.03.2003 9:30:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 395 ; USD ; 779000 ; BYR ; обменник ; Все расходы в рублях, часть доходов в долларах, часть меняем
15.03.2003 10:00:00 ; Расход ; Мой кошелек ;  ; 156800 ; BYR ; 0 ; USD ; Прочие магазины | Авторасходы до 05/2010 ; 
15.03.2003 10:01:00 ; Расход ; Мой кошелек ;  ; 376400 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
15.03.2003 10:02:00 ; Расход ; Мой кошелек ;  ; 69600 ; BYR ; 0 ; USD ; Прочие магазины | Лекарства ; 
15.03.2003 10:03:00 ; Расход ; Мой кошелек ;  ; 88300 ; BYR ; 0 ; USD ; Прочие магазины | Квартира1 ; 
15.03.2003 10:05:00 ; Расход ; Мой кошелек ;  ; 27800 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; 
15.03.2003 10:08:00 ; Расход ; Мой кошелек ;  ; 158100 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
15.04.2003 9:00:00 ; Доход ; Мой кошелек ;  ; 106 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл официальная ; зпл1
15.04.2003 9:01:00 ; Доход ; Мой кошелек ;  ; 104 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл конверт ; зпл2
15.04.2003 9:02:00 ; Доход ; Мой кошелек ;  ; 70 ; USD ; 0 ; USD ; Родственники | ИльяЖил ; отец
15.04.2003 9:03:00 ; Доход ; Мой кошелек ;  ; 50 ; USD ; 0 ; USD ; Родственники | Субсидии ; отец
15.04.2003 9:04:00 ; Доход ; Мой кошелек ;  ; 92 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.04.2003 9:05:00 ; Доход ; Шкаф ;  ; 43 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.04.2003 9:06:00 ; Доход ; Мой кошелек ;  ; 1 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; дис
15.04.2003 9:30:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 427 ; USD ; 854000 ; BYR ; обменник ; Все расходы в рублях, часть доходов в долларах, часть меняем
15.04.2003 10:00:00 ; Расход ; Мой кошелек ;  ; 63400 ; BYR ; 0 ; USD ; Прочие магазины | Авторасходы до 05/2010 ; 
15.04.2003 10:01:00 ; Расход ; Мой кошелек ;  ; 297800 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
15.04.2003 10:02:00 ; Расход ; Мой кошелек ;  ; 204900 ; BYR ; 0 ; USD ; Прочие магазины | Лекарства ; 
15.04.2003 10:03:00 ; Расход ; Мой кошелек ;  ; 105100 ; BYR ; 0 ; USD ; Прочие магазины | Квартира1 ; 
15.04.2003 10:05:00 ; Расход ; Мой кошелек ;  ; 72800 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; 
15.04.2003 10:08:00 ; Расход ; Мой кошелек ;  ; 39700 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
15.05.2003 9:00:00 ; Доход ; Мой кошелек ;  ; 105 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл официальная ; зпл1
15.05.2003 9:01:00 ; Доход ; Мой кошелек ;  ; 70 ; USD ; 0 ; USD ; Родственники | ИльяЖил ; отец
15.05.2003 9:02:00 ; Доход ; Мой кошелек ;  ; 51 ; USD ; 0 ; USD ; Родственники | Субсидии ; отец
15.05.2003 9:03:00 ; Доход ; Мой кошелек ;  ; 100 ; USD ; 0 ; USD ; Родственники | Подарки ; род
15.05.2003 9:04:00 ; Доход ; Мой кошелек ;  ; 25 ; USD ; 0 ; USD ; Родственники | Подарки ; д.М
15.05.2003 9:05:00 ; Доход ; Мой кошелек ;  ; 60 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.05.2003 9:06:00 ; Доход ; Шкаф ;  ; 100 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.05.2003 9:07:00 ; Доход ; Шкаф ;  ; 10 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; кол
15.05.2003 9:08:00 ; Доход ; Шкаф ;  ; 20 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; яма
15.05.2003 9:09:00 ; Доход ; Мой кошелек ;  ; 0.5 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; дис
15.05.2003 9:10:00 ; Доход ; Мой кошелек ;  ; 105 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл конверт ; зпл2
15.05.2003 9:30:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 364 ; USD ; 814600 ; BYR ; обменник ; Все расходы в рублях, часть доходов в долларах, часть меняем
15.05.2003 10:00:00 ; Расход ; Мой кошелек ;  ; 58900 ; BYR ; 0 ; USD ; Прочие магазины | Авторасходы до 05/2010 ; 
15.05.2003 10:01:00 ; Расход ; Мой кошелек ;  ; 355400 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
15.05.2003 10:02:00 ; Расход ; Мой кошелек ;  ; 15100 ; BYR ; 0 ; USD ; Прочие магазины | Лекарства ; 
15.05.2003 10:03:00 ; Расход ; Мой кошелек ;  ; 53000 ; BYR ; 0 ; USD ; Прочие магазины | Квартира1 ; 
15.05.2003 10:05:00 ; Расход ; Мой кошелек ;  ; 84500 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; 
15.05.2003 10:08:00 ; Расход ; Мой кошелек ;  ; 183600 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
15.05.2003 10:09:00 ; Расход ; Мой кошелек ;  ; 70 ; USD ; 0 ; USD ; Прочие магазины | Авторасходы до 05/2010 ; автомагнитола
15.06.2003 9:00:00 ; Доход ; Мой кошелек ;  ; 104 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл официальная ; зпл1
15.06.2003 9:01:00 ; Доход ; Мой кошелек ;  ; 106 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл конверт ; зпл2
15.06.2003 9:02:00 ; Доход ; Мой кошелек ;  ; 50 ; USD ; 0 ; USD ; Родственники | Субсидии ; отец
15.06.2003 9:03:00 ; Доход ; Мой кошелек ;  ; 50 ; USD ; 0 ; USD ; Родственники | Подарки ; ОК АИ
15.06.2003 9:04:00 ; Доход ; Мой кошелек ;  ; 35 ; USD ; 0 ; USD ; Родственники | Подарки ; д.Ф б.Б
15.06.2003 9:05:00 ; Доход ; Шкаф ;  ; 30 ; USD ; 0 ; USD ; ЮКОЛА | АТС ; пла
15.06.2003 9:06:00 ; Доход ; Мой кошелек ;  ; 2.5 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; дис
15.06.2003 9:30:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 346 ; USD ; 561900 ; BYR ; обменник ; Все расходы в рублях, часть доходов в долларах, часть меняем
15.06.2003 10:00:00 ; Расход ; Мой кошелек ;  ; 96900 ; BYR ; 0 ; USD ; Прочие магазины | Авторасходы до 05/2010 ; 
15.06.2003 10:01:00 ; Расход ; Мой кошелек ;  ; 324300 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
15.06.2003 10:02:00 ; Расход ; Мой кошелек ;  ; 4200 ; BYR ; 0 ; USD ; Прочие магазины | Лекарства ; 
15.06.2003 10:03:00 ; Расход ; Мой кошелек ;  ; 55000 ; BYR ; 0 ; USD ; Прочие магазины | Квартира1 ; 
15.06.2003 10:05:00 ; Расход ; Мой кошелек ;  ; 38800 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; 
15.06.2003 10:08:00 ; Расход ; Мой кошелек ;  ; 129800 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
15.07.2003 9:00:00 ; Доход ; Мой кошелек ;  ; 103 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл официальная ; зпл1
15.07.2003 9:01:00 ; Доход ; Мой кошелек ;  ; 107 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл конверт ; зпл2
15.07.2003 9:02:00 ; Доход ; Мой кошелек ;  ; 49 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл официальная ; отп
15.07.2003 9:03:00 ; Доход ; Мой кошелек ;  ; 50 ; USD ; 0 ; USD ; Родственники | Субсидии ; отец
15.07.2003 9:04:00 ; Доход ; Шкаф ;  ; 240 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.07.2003 9:05:00 ; Доход ; Мой кошелек ;  ; 2 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.07.2003 9:06:00 ; Доход ; Шкаф ;  ; 110 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; жсм
15.07.2003 9:07:00 ; Доход ; Мой кошелек ;  ; 3.5 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; дис
15.07.2003 9:08:00 ; Доход ; Шкаф ;  ; 65 ; USD ; 0 ; USD ; ЮКОЛА | АТС ; пла
15.07.2003 9:09:00 ; Доход ; Шкаф ;  ; 210 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.07.2003 9:10:00 ; Доход ; Шкаф ;  ; 35 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; тон
15.07.2003 9:30:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 308 ; USD ; 636900 ; BYR ; обменник ; Все расходы в рублях, часть доходов в долларах, часть меняем
15.07.2003 10:00:00 ; Расход ; Мой кошелек ;  ; 133100 ; BYR ; 0 ; USD ; Прочие магазины | Авторасходы до 05/2010 ; 
15.07.2003 10:01:00 ; Расход ; Мой кошелек ;  ; 228600 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
15.07.2003 10:02:00 ; Расход ; Мой кошелек ;  ; 24400 ; BYR ; 0 ; USD ; Прочие магазины | Лекарства ; 
15.07.2003 10:03:00 ; Расход ; Мой кошелек ;  ; 47600 ; BYR ; 0 ; USD ; Прочие магазины | Квартира1 ; 
15.07.2003 10:05:00 ; Расход ; Мой кошелек ;  ; 58900 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; 
15.07.2003 10:08:00 ; Расход ; Мой кошелек ;  ; 237300 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
15.08.2003 9:00:00 ; Доход ; Мой кошелек ;  ; 80 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл официальная ; зпл1
15.08.2003 9:01:00 ; Доход ; Мой кошелек ;  ; 119 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл конверт ; зпл2
15.08.2003 9:02:00 ; Доход ; Мой кошелек ;  ; 50 ; USD ; 0 ; USD ; Родственники | Субсидии ; отец
15.08.2003 9:03:00 ; Доход ; Мой кошелек ;  ; 31 ; USD ; 0 ; USD ; ФСЗН | Детское пособие ; пос
15.08.2003 9:04:00 ; Доход ; Мой кошелек ;  ; 240 ; USD ; 0 ; USD ; Прочие (Разовые) | Щенки ; щен
15.08.2003 9:05:00 ; Доход ; Шкаф ;  ; 5 ; USD ; 0 ; USD ; ЮКОЛА | Закупки ; юсб
15.08.2003 9:06:00 ; Доход ; Мой кошелек ;  ; 0.5 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; дис
15.08.2003 9:07:00 ; Доход ; Мой кошелек ;  ; 1.5 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; пер
15.08.2003 9:30:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 474 ; USD ; 976900 ; BYR ; обменник ; Все расходы в рублях, часть доходов в долларах, часть меняем
15.08.2003 10:00:00 ; Расход ; Мой кошелек ;  ; 56600 ; BYR ; 0 ; USD ; Прочие магазины | Авторасходы до 05/2010 ; 
15.08.2003 10:01:00 ; Расход ; Мой кошелек ;  ; 446600 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
15.08.2003 10:02:00 ; Расход ; Мой кошелек ;  ; 21600 ; BYR ; 0 ; USD ; Прочие магазины | Лекарства ; 
15.08.2003 10:03:00 ; Расход ; Мой кошелек ;  ; 43700 ; BYR ; 0 ; USD ; Прочие магазины | Квартира1 ; 
15.08.2003 10:05:00 ; Расход ; Мой кошелек ;  ; 150600 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; 
15.08.2003 10:08:00 ; Расход ; Мой кошелек ;  ; 233200 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
15.09.2003 9:00:00 ; Доход ; Мой кошелек ;  ; 71 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл официальная ; зпл1
15.09.2003 9:01:00 ; Доход ; Мой кошелек ;  ; 139 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл конверт ; зпл2
15.09.2003 9:02:00 ; Доход ; Мой кошелек ;  ; 70 ; USD ; 0 ; USD ; Родственники | ИльяЖил ; отец
15.09.2003 9:03:00 ; Доход ; Мой кошелек ;  ; 50 ; USD ; 0 ; USD ; Родственники | Субсидии ; отец
15.09.2003 9:04:00 ; Доход ; Мой кошелек ;  ; 33.5 ; USD ; 0 ; USD ; ФСЗН | Детское пособие ; пос
15.09.2003 9:05:00 ; Доход ; Мой кошелек ;  ; 105 ; USD ; 0 ; USD ; Прочие (Разовые) | Щенки ; щен
15.09.2003 9:06:00 ; Доход ; Шкаф ;  ; 155 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.09.2003 9:07:00 ; Доход ; Мой кошелек ;  ; 3 ; USD ; 0 ; USD ; ЮКОЛА | Картриджи ; кар
15.09.2003 9:08:00 ; Доход ; Мой кошелек ;  ; 4 ; USD ; 0 ; USD ; ЮКОЛА | Сотовые ; сот
15.09.2003 9:09:00 ; Доход ; Мой кошелек ;  ; 4.5 ; USD ; 0 ; USD ; ЮКОЛА | Прочие иррац ; дис
15.09.2003 9:30:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 385 ; USD ; 817400 ; BYR ; обменник ; Все расходы в рублях, часть доходов в долларах, часть меняем
15.09.2003 10:00:00 ; Расход ; Мой кошелек ;  ; 69100 ; BYR ; 0 ; USD ; Прочие магазины | Авторасходы до 05/2010 ; 
15.09.2003 10:01:00 ; Расход ; Мой кошелек ;  ; 346200 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
15.09.2003 10:02:00 ; Расход ; Мой кошелек ;  ; 73500 ; BYR ; 0 ; USD ; Прочие магазины | Лекарства ; 
15.09.2003 10:03:00 ; Расход ; Мой кошелек ;  ; 56300 ; BYR ; 0 ; USD ; Прочие магазины | Квартира1 ; 
15.09.2003 10:05:00 ; Расход ; Мой кошелек ;  ; 26100 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; 
15.09.2003 10:08:00 ; Расход ; Мой кошелек ;  ; 140200 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
15.09.2003 10:09:00 ; Расход ; Мой кошелек ;  ; 85 ; USD ; 0 ; USD ; Прочие магазины | Домашняя техника ; видеомагнитофон
15.10.2003 9:00:00 ; Доход ; Мой кошелек ;  ; 40 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл совмещение ; недо
15.10.2003 9:01:00 ; Доход ; Мой кошелек ;  ; 100 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл официальная ; зпл1
15.10.2003 9:02:00 ; Доход ; Мой кошелек ;  ; 160 ; USD ; 0 ; USD ; ЮКОЛА | Моя з/пл конверт ; зпл2
15.10.2003 9:03:00 ; Доход ; Мой кошелек ;  ; 70 ; USD ; 0 ; USD ; Родственники | ИльяЖил ; отец
